time watts usage_c0 usage_c1 usage_c2 usage_c3 usage_c4 usage_c5 usage_c6 usage_c7 temp4 temp5 temp6 temp7 temp_gpu freq_little_cluster freq_big_cluster freq_gpu freq_mem volts_little_cluster volts_big_cluster volts_gpu volts_mem
1455217089.13 2.653 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 44.0 46.0 46.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.23 2.653 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.33 2.725 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.43 2.725 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.53 2.691 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.63 2.691 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 46.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.73 2.691 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.83 2.66 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217089.95 2.66 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.05 2.66 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.15 2.668 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.25 2.668 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.35 2.668 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.45 2.687 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.55 2.687 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.65 2.676 0.142857142857 0.0 0.0 0.0 0.5 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.75 2.676 0.0 0.0 0.0 0.0 0.4 0.0 1.0 0.2 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.85 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217090.95 2.729 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.05 2.729 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.15 2.729 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.25 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.35 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.45 2.687 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.55 2.687 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.65 2.687 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.75 2.668 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.85 2.668 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217091.95 2.668 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.05 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.15 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.25 2.676 0.0 0.0 0.0 0.0 0.8 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.35 2.676 0.0 0.0 0.0 0.0 0.285714285714 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.45 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.55 2.721 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.65 2.721 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.75 2.721 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.85 2.676 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217092.95 2.676 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.05 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.15 2.676 0.0 0.0 0.0 0.0 0.285714285714 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.25 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.35 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.45 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.55 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.65 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.75 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.85 2.679 0.0 0.0 0.0 0.0 1.0 0.166666666667 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217093.95 2.695 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.05 2.695 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.15 2.695 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.25 2.699 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.35 2.699 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.46 2.66 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.56 2.66 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.66 2.66 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.76 2.683 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.86 2.683 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217094.96 2.683 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.06 2.679 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.16 2.679 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.26 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.36 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.46 2.676 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.56 2.725 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.66 2.725 0.0 0.0 0.0 0.0 0.333333333333 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.76 2.725 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.86 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217095.96 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.06 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.16 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.26 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.36 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.46 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.56 2.676 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.66 2.687 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.76 2.687 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.86 2.687 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217096.96 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.06 2.672 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.16 2.672 0.0 0.0 0.0 0.0 0.166666666667 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.26 2.718 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.36 2.718 0.0 0.0 0.0 0.166666666667 0.0 0.0 1.0 0.0 43.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.46 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.56 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.66 2.679 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
1455217097.76 2.672 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44.0 46.0 47.0 45.0 43.0 200000000.0 300000000.0 600000000.0 825000000.0 0.9 0.9 1.0 1.0
