time u0 u1 u2 u3 u4 u5 u6 u7 t0 t1 t2 t3 tgpu clf0 clf4 v a w
510796333.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.004 0.695 3.477
510796334.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.708 3.542
510796334.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.005 0.742 3.718
510796334.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 46.0 43.0 1400000 2000000 5.000 0.699 3.496
510796335.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 46.0 43.0 1400000 2000000 5.001 0.694 3.470
510796335.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.001 0.694 3.473
510796336.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.719 3.595
510796336.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 48.0 47.0 43.0 1400000 2000000 5.000 0.709 3.546
510796336.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 46.0 43.0 1400000 2000000 5.001 0.697 3.489
510796337.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.697 3.489
510796337.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 48.0 47.0 43.0 1400000 2000000 5.003 0.697 3.485
510796337.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.001 0.694 3.473
510796338.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.003 0.696 3.481
510796338.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.001 0.692 3.462
510796339.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.004 0.722 3.611
510796339.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.696 3.481
510796339.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 47.0 47.0 43.0 1400000 2000000 5.006 0.697 3.492
510796340.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 43.0 1400000 2000000 5.000 0.695 3.473
510796340.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.703 3.519
510796341.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.696 3.485
510796341.41 0.0909090909091 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.003 0.695 3.477
510796341.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.003 0.695 3.477
510796342.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.003 0.695 3.477
510796342.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.003 0.697 3.489
510796342.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.006 0.705 3.531
510796343.33 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 45.0 46.0 48.0 47.0 43.0 1400000 2000000 5.005 0.740 3.706
510796343.72 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.695 3.477
510796344.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 45.0 48.0 47.0 43.0 1400000 2000000 5.000 0.697 3.485
510796344.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.692 3.466
510796344.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.000 0.696 3.481
510796345.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.001 0.698 3.492
510796345.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.000 0.698 3.492
510796346.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 43.0 1400000 2000000 5.003 0.699 3.500
510796346.4 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 44.0 1400000 2000000 5.003 0.695 3.481
510796346.78 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 45.0 48.0 47.0 44.0 1400000 2000000 5.005 0.746 3.737
510796347.16 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.753 3.771
510796347.55 1.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.767 3.844
510796347.93 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.765 3.832
510796348.31 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.751 3.760
510796348.69 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.742 3.718
510796349.08 1.0 0.0 0.0 0.0 0.272727272727 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.745 3.729
510796349.46 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.749 3.748
510796349.86 1.0 0.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.744 3.725
510796350.23 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.007 0.755 3.783
510796350.61 1.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.739 3.702
510796350.99 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 49.0 44.0 1400000 2000000 5.007 0.767 3.844
510796351.38 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.741 3.714
510796351.76 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.744 3.729
510796352.14 1.0 0.0 0.0 0.0 0.111111111111 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.744 3.725
510796352.53 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.769 3.851
510796352.91 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.741 3.710
510796353.29 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.004 0.744 3.725
510796353.68 1.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.741 3.710
510796354.06 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.769 3.851
510796354.44 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.742 3.718
510796354.83 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.742 3.718
510796355.21 1.0 0.0 0.0 0.0 0.2 0.0 0.0909090909091 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.745 3.729
510796355.6 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.011 0.764 3.832
510796355.98 1.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.006 0.743 3.721
510796356.36 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.009 0.757 3.794
510796356.74 1.0 0.0 0.0 0.0 0.111111111111 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.743 3.718
510796357.12 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.770 3.855
510796357.51 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 49.0 48.0 44.0 1400000 2000000 5.005 0.745 3.729
510796357.89 1.0 0.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.746 3.737
510796358.28 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.771 3.863
510796358.66 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.766 3.840
510796359.04 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.745 3.729
510796359.42 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.743 3.721
510796359.81 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.745 3.733
510796360.19 1.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.007 0.768 3.851
510796360.57 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.747 3.741
510796360.96 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 47.0 44.0 1400000 2000000 5.005 0.746 3.737
510796361.34 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.743 3.718
510796361.72 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.009 0.763 3.828
510796362.11 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.754 3.775
510796362.49 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.747 3.741
510796362.87 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.743 3.721
510796363.26 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.007 0.767 3.840
510796363.64 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.745 3.729
510796364.02 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.747 3.741
510796364.4 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.742 3.718
510796364.79 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.770 3.855
510796365.17 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.744 3.725
510796365.55 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.745 3.733
510796365.94 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.004 0.745 3.729
510796366.32 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.772 3.866
510796366.7 1.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.004 0.745 3.729
510796367.09 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.009 0.745 3.733
510796367.47 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.759 3.802
510796367.85 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.007 0.767 3.844
510796368.24 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.747 3.744
510796368.62 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.742 3.718
510796369.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.748 3.744
510796369.39 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.748 3.744
510796369.77 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.005 0.749 3.748
510796370.15 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.742 3.714
510796370.53 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.005 0.744 3.725
510796370.92 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.006 0.767 3.844
510796371.3 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.007 0.741 3.714
510796371.68 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.005 0.743 3.721
510796372.07 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.010 0.747 3.744
510796372.45 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.009 0.748 3.748
510796372.83 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.752 3.767
510796373.22 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 44.0 1400000 2000000 5.006 0.746 3.737
510796373.6 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.743 3.718
510796373.98 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.749 3.752
510796374.37 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.745 3.729
510796374.75 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.755 3.779
510796375.13 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.768 3.847
510796375.52 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.007 0.772 3.866
510796375.9 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.004 0.750 3.756
510796376.28 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.006 0.746 3.737
510796376.67 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.745 3.733
510796377.05 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.006 0.746 3.737
510796377.43 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.006 0.747 3.741
510796377.82 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.746 3.737
510796378.2 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.005 0.759 3.802
510796378.58 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.747 3.741
510796378.96 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.749 3.752
510796379.35 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 48.0 48.0 45.0 1400000 2000000 5.005 0.743 3.721
510796379.73 1.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.771 3.866
510796380.12 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.752 3.767
510796380.5 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.744 3.725
510796380.88 1.0 0.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.755 3.783
510796381.26 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 44.0 1400000 2000000 5.007 0.771 3.863
510796381.65 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.749 3.752
510796382.03 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 49.0 45.0 1400000 2000000 5.006 0.745 3.729
510796382.41 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.769 3.851
510796382.8 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.768 3.851
510796383.18 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.748 3.744
510796383.56 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.743 3.718
510796383.94 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.004 0.749 3.748
510796384.33 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.770 3.859
510796384.71 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.749 3.748
510796385.1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.744 3.721
510796385.48 1.0 0.0 0.0 0.0 0.111111111111 0.0 0.0909090909091 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.747 3.741
510796385.87 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.749 3.752
510796386.24 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.745 3.733
510796386.63 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.747 3.741
510796387.01 1.0 0.0 0.0 0.0 0.111111111111 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.006 0.751 3.760
510796387.39 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.768 3.847
510796387.78 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.753 3.775
510796388.16 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 48.0 45.0 1400000 2000000 5.005 0.747 3.737
510796388.54 1.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.745 3.729
510796388.93 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 46.0 49.0 50.0 45.0 1400000 2000000 5.005 0.756 3.786
510796389.31 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.010 0.761 3.813
510796389.69 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.751 3.760
510796390.08 1.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.746 3.741
510796390.46 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.007 0.771 3.863
510796390.84 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.746 3.737
510796391.22 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.758 3.798
510796391.61 1.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.747 3.741
510796391.99 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.769 3.855
510796392.38 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.746 3.733
510796392.76 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.749 3.752
510796393.14 1.0 0.0 0.0 0.0 0.272727272727 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.748 3.748
510796393.52 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.764 3.828
510796393.91 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.750 3.756
510796394.29 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.009 0.754 3.779
510796394.67 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.748 3.748
510796395.05 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.007 0.767 3.844
510796395.44 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.748 3.744
510796395.82 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.744 3.725
510796396.2 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.747 3.741
510796396.59 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.776 3.886
510796396.97 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.745 3.729
510796397.36 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.744 3.725
510796397.74 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 47.0 49.0 49.0 45.0 1400000 2000000 5.005 0.745 3.729
510796398.12 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 49.0 45.0 1400000 2000000 5.007 0.772 3.866
510796398.5 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.007 0.748 3.748
510796398.89 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.747 3.744
510796399.27 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 47.0 49.0 49.0 45.0 1400000 2000000 5.006 0.746 3.741
510796399.65 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.007 0.774 3.882
510796400.04 1.0 0.0 0.0 0.0 0.1 0.2 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.006 0.743 3.725
510796400.42 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 47.0 49.0 49.0 45.0 1400000 2000000 5.010 0.797 4.000
510796400.8 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 47.0 49.0 49.0 45.0 1400000 2000000 5.005 0.746 3.737
510796401.19 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 47.0 49.0 48.0 45.0 1400000 2000000 5.005 0.746 3.737
