time u0 u1 u2 u3 u4 u5 u6 u7 t0 t1 t2 t3 tgpu clf0 clf4 v a w
510796986.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.739 3.699
510796986.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.741 3.710
510796987.07 0.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.738 3.695
510796987.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.739 3.702
510796987.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.736 3.683
510796988.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.007 0.768 3.847
510796988.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.005 0.735 3.683
510796988.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 61.0 56.0 1400000 2000000 5.004 0.742 3.714
510796989.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.761 3.809
510796989.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.004 0.740 3.706
510796990.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.737 3.691
510796990.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.759 3.802
510796990.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.009 0.737 3.691
510796991.29 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.735 3.683
510796991.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.750 3.756
510796992.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.741 3.714
510796992.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.007 0.765 3.832
510796992.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.740 3.706
510796993.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.740 3.702
510796993.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.005 0.735 3.679
510796993.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.764 3.828
510796994.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.736 3.687
510796994.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.742 3.718
510796995.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.746 3.737
510796995.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.005 0.738 3.695
510796995.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.006 0.740 3.706
510796996.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.740 3.706
510796996.65 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.738 3.695
510796997.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.009 0.773 3.874
510796997.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.007 0.737 3.695
510796997.8 0.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.735 3.679
510796998.19 0.0909090909091 0.0 0.0 0.0 0.2 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.762 3.817
510796998.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.762 3.817
510796998.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.739 3.702
510796999.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.005 0.736 3.687
510796999.72 0.0 0.0 0.0 0.0 0.4 0.2 0.0909090909091 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.004 0.742 3.718
510797000.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.011 0.812 4.069
510797000.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.738 3.695
510797000.87 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.735 3.683
510797001.25 0.0 0.0 0.0 0.0 0.2 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.741 3.710
510797001.64 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.007 0.767 3.844
510797002.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.739 3.702
510797002.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.742 3.718
510797002.79 0.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.738 3.695
510797003.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.006 0.762 3.817
510797003.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.736 3.687
510797003.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.702
510797004.32 0.0 0.0 0.0 0.0 0.111111111111 0.1 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.743 3.721
510797004.71 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.010 0.778 3.897
510797005.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.739 3.699
510797005.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.741 3.710
510797005.85 0.0 0.0 0.0 0.0 0.1 0.1 0.0 0.0 58.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.743 3.718
510797006.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.739 3.702
510797006.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.006 0.741 3.710
510797007.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.742 3.718
510797007.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.737 3.691
510797007.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.006 0.760 3.809
510797008.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.702
510797008.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.005 0.737 3.687
510797008.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 58.0 61.0 61.0 56.0 1400000 2000000 5.004 0.735 3.679
510797009.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.010 0.760 3.809
510797009.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.737 3.691
510797010.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.740 3.706
510797010.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 58.0 61.0 60.0 56.0 1400000 2000000 5.006 0.741 3.710
510797010.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.007 0.764 3.828
510797011.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.742 3.714
510797011.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.734 3.676
510797011.98 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 58.0 58.0 61.0 60.0 56.0 1400000 2000000 5.004 0.737 3.691
510797012.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.759 3.802
510797012.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.741 3.710
510797013.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.683
510797013.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.747 3.741
510797013.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.743 3.718
510797014.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.737 3.687
510797014.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.737 3.691
510797015.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 56.0 1400000 2000000 5.006 0.736 3.683
510797015.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.760 3.809
510797015.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.733 3.672
510797016.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.006 0.736 3.683
510797016.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 56.0 1400000 2000000 5.005 0.736 3.687
510797016.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.764 3.825
510797017.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.679
510797017.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.739 3.706
510797018.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 61.0 60.0 55.0 1400000 2000000 5.005 0.734 3.672
510797018.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.009 0.740 3.706
510797018.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.734 3.676
510797019.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.738 3.699
510797019.64 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.735 3.679
510797020.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.764 3.828
510797020.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.738 3.699
510797020.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.743 3.721
510797021.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.764 3.825
510797021.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.736 3.683
510797021.94 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.676
510797022.32 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.679
510797022.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.004 0.735 3.683
510797023.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.683
510797023.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.739 3.702
510797023.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.733 3.668
510797024.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.761 3.813
510797024.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.754 3.775
510797025.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.742 3.714
510797025.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.009 0.739 3.706
510797025.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.758 3.798
510797026.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.763 3.821
510797026.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.738 3.695
510797026.92 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.004 0.739 3.699
510797027.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.679
510797027.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.759 3.802
510797028.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.735 3.683
510797028.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.736 3.687
510797028.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.757 3.790
510797029.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.740 3.706
510797029.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.742 3.718
510797029.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.740 3.706
510797030.37 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.734 3.672
510797030.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.004 0.744 3.725
510797031.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.736 3.683
510797031.52 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.763 3.821
510797031.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.762 3.817
510797032.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.738 3.699
510797032.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.699
510797033.05 0.0 0.0 0.0 0.0 0.2 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.735 3.679
510797033.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.739 3.699
510797033.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.736 3.687
510797034.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.748 3.744
510797034.59 0.0 0.0 0.0 0.0 0.2 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.733 3.672
510797034.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.007 0.758 3.798
510797035.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.737 3.691
510797035.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.739 3.699
510797036.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0909090909091 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.733 3.672
510797036.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.758 3.802
510797036.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.679
510797037.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.735 3.679
510797037.65 0.0 0.0 0.0 0.0 0.181818181818 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.736 3.687
510797038.04 0.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.748 3.744
510797038.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.007 0.738 3.699
510797038.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.737 3.691
510797039.18 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.739 3.699
510797039.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.007 0.763 3.821
510797039.95 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 58.0 60.0 61.0 55.0 1400000 2000000 5.009 0.735 3.679
510797040.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.751 3.760
510797040.71 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.738 3.695
510797041.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.762 3.817
510797041.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.736 3.683
510797041.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.734 3.676
510797042.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.739 3.702
510797042.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.007 0.780 3.905
510797043.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.735 3.683
510797043.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.746 3.737
510797043.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.733 3.672
510797044.16 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.009 0.775 3.889
510797044.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.699
510797044.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.737 3.691
510797045.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 58.0 60.0 60.0 55.0 1400000 2000000 5.004 0.736 3.683
510797045.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.752 3.767
510797046.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.733 3.672
510797046.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.739 3.699
510797046.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.732 3.664
510797047.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.007 0.760 3.809
510797047.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.735 3.679
510797048.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.699
510797048.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.006 0.737 3.691
510797048.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.007 0.762 3.817
510797049.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.734 3.676
510797049.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.754 3.775
510797049.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 58.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.699
510797050.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.732 3.668
510797050.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.752 3.763
510797051.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.736 3.687
510797051.45 0.0 0.0 0.0 0.0 0.0909090909091 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.737 3.691
510797051.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.007 0.759 3.805
510797052.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.738 3.695
510797052.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.733 3.672
510797052.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.739 3.699
510797053.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.006 0.733 3.672
510797053.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.004 0.737 3.691
510797054.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 57.0 60.0 60.0 55.0 1400000 2000000 5.005 0.746 3.733
