time	u0	u1	u2	u3	u4	u5	u6	u7	t0	t1	t2	t3	tgpu	clf0	clf4	v	a	w		
511049689.5	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.761	3.813		
511049689.9	0	1	0	0	0.2	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.757	3.794		
511049690.2	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.011	0.757	3.794		
511049690.6	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.758	3.802		
511049691.3	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.759	3.802		
511049691.6	0	1	0	0	0.2	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.759	3.802		
511049691.9	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.755	3.786		
511049692.2	0	1	0	0	0	0	0.083333333	0	61	59	62	64	57	1400000	1900000	5.009	0.758	3.798		
511049692.6	0	1	0	0	0.090909091	0	0	0	59	59	62	62	58	1400000	1900000	5.019	0.852	4.279		
511049693	0	1	0	0	0.2	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.758	3.802		
511049693.3	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.779	3.905		
511049693.7	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.761	3.813		
511049694.1	0	1	0	0	0.1	0.1	0	0	59	59	61	61	57	1400000	1900000	5.011	0.763	3.828		
511049694.6	0	1	0	0	0.2	0	0	0	59	59	62	62	58	1400000	1900000	5.019	0.844	4.241		
511049694.9	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.011	0.762	3.821		
511049695.4	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.762	3.821		
511049695.5	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.758	3.798		
511049696	0	1	0	0	0.1	0	0	0	61	59	61	62	57	1400000	1900000	5.009	0.76	3.805		
511049696.4	0	1	0	0	0	0	0	0	60	59	62	63	58	1400000	1900000	5.011	0.783	3.928		
511049696.8	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.019	0.865	4.347		
511049697.1	0	1	0	0	0.090909091	0	0	0	59	59	61	61	58	1400000	1900000	5.009	0.759	3.805		
511049697.7	0	1	0	0	0	0	0	0	61	59	62	62	58	1400000	1900000	5.014	0.78	3.912		
511049698.1	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.786	3.943		
511049698.3	0	1	0	0	0.3	0.5	0	0	59	59	62	62	57	1400000	1900000	5.011	0.761	3.813		
511049698.7	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.87	4.37		
511049699.1	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.01	0.755	3.786		
511049699.5	0	1	0	0	0	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.761	3.817		
511049699.9	0	1	0	0	0	0	0	0	59	59	62	61	57	1400000	1900000	5.01	0.761	3.813		
511049700.2	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.764	3.828		
511049700.7	0	1	0	0	0.090909091	0	0	0	61	59	62	63	58	1400000	1900000	5.017	0.86	4.321		
511049701	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.79	3.962		
511049701.4	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.761	3.813		
511049701.8	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.757	3.798		
511049702.2	0	1	0	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.011	0.762	3.821		
511049702.5	0	1	0	0	0.2	0.222222222	0	0	61	59	62	63	57	1400000	1900000	5.011	0.762	3.821		
511049702.9	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.02	0.863	4.336		
511049703.5	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.762	3.825		
511049703.7	0	1	0	0	0	0	0	0	60	59	61	62	58	1400000	1900000	5.011	0.762	3.821		
511049704.1	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.78	3.916		
511049704.4	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.759	3.802		
511049704.7	0	1	0	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.012	0.803	4.027		
511049705.1	0	1	0	0	0.1	0	0	0	59	59	62	62	58	1400000	1900000	5.015	0.829	4.16		
511049705.6	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.776	3.893		
511049706	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.778	3.901		
511049706.4	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.763	3.825		
511049706.8	0	1	0	0	0	0	0	0	61	60	62	64	58	1400000	1900000	5.021	0.876	4.401		
511049707.2	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.76	3.813		
511049707.6	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.755	3.786		
511049707.9	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.817		
511049708.3	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.757	3.794		
511049708.7	0	1	0	0	0.2	0.272727273	0	0	59	59	62	61	57	1400000	1900000	5.011	0.785	3.935		
511049709.1	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.019	0.854	4.29		
511049709.5	0	1	0	0	0.1	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.762	3.821		
511049709.8	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.794	3.981		
511049710.3	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.76	3.809		
511049710.6	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.779	3.905		
511049711.1	0	1	0	0	0.090909091	0	0	0	60	59	62	63	58	1400000	1900000	5.017	0.822	4.13		
511049711.3	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.014	0.811	4.069		
511049711.8	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.765	3.832		
511049712.2	0	1	0	0	0	0	0	0	59	59	61	61	58	1400000	1900000	5.01	0.757	3.798		
511049712.5	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.758	3.802		
511049712.9	0	1	0	0	0.333333333	0.5	0	0	59	59	61	62	57	1400000	1900000	5.011	0.776	3.893		
511049713.3	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.864	4.34		
511049713.7	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.756	3.794		
511049714.1	0	1	0	0	0	0	0	0	59	59	62	61	57	1400000	1900000	5.009	0.76	3.805		
511049714.4	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.783	3.928		
511049714.9	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.764	3.832		
511049715.1	0	1	0	0	0	0	0	0	60	59	62	63	58	1400000	1900000	5.011	0.758	3.802		
511049715.6	0	1	0	0	0.090909091	0	0	0	59	59	62	62	58	1400000	1900000	5.011	0.769	3.855		
511049716	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.781	3.916		
511049716.3	0	1	0	0	0.090909091	0.1	0	0	59	59	61	62	57	1400000	1900000	5.011	0.766	3.844		
511049716.7	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.783	3.928		
511049717.1	0	1	0	0	0.1	0	0	0	62	59	62	64	57	1400000	1900000	5.019	0.851	4.275		
511049717.4	0	1	0	0	0	0	0	0	60	59	62	63	58	1400000	1900000	5.011	0.791	3.97		
511049717.9	0	1	0	0	0	0	0	0	59	59	61	62	58	1400000	1900000	5.011	0.784	3.931		
511049718.3	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.762	3.817		
511049718.7	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.76	3.809		
511049719.1	0	1	0	0	0	0.1	0	0	59	59	62	62	57	1400000	1900000	5.012	0.779	3.905		
511049719.4	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.02	0.851	4.275		
511049719.8	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.767	3.847		
511049720.2	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.763	3.825		
511049720.6	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.801	4.015		
511049720.9	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.761	3.813		
511049721.3	0	1	0	0	0	0	0	0	60	60	62	63	58	1400000	1900000	5.011	0.756	3.79		
511049721.6	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.023	0.892	4.485		
511049722	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.784	3.931		
511049722.4	0	1	0	0	0.1	0.111111111	0	0	62	59	61	62	57	1400000	1900000	5.01	0.763	3.825		
511049722.9	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.823	4.13		
511049723.3	0	1	0	0	0.363636364	0.5	0.1	0	59	59	62	61	57	1400000	1900000	5.01	0.762	3.821		
511049723.6	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.019	0.894	4.489		
511049723.9	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.757	3.798		
511049724.4	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.761	3.817		
511049724.8	0	1	0	0	0.111111111	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.764	3.828		
511049725.1	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.786	3.939		
511049725.5	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.012	0.761	3.817		
511049725.9	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.01	0.761	3.817		
511049726.2	0	1	0	0	0.181818182	0	0.090909091	0	59	59	62	61	57	1400000	1900000	5.01	0.757	3.794		
511049726.6	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.762	3.817		
511049727.1	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.756	3.79		
511049727.4	0	1	0	0	0.272727273	0.3	0	0	61	59	62	63	57	1400000	1900000	5.01	0.761	3.817		
511049727.9	0	1	0	0	0.2	0	0	0	59	59	62	62	57	1400000	1900000	5.015	0.831	4.168		
511049728.2	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.012	0.785	3.935		
511049728.6	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.012	0.778	3.905		
511049729.1	0	1	0	0	0	0	0	0	59	59	61	62	58	1400000	1900000	5.011	0.759	3.805		
511049729.5	0	1	0	0	0.111111111	0	0	0	59	59	62	61	57	1400000	1900000	5.011	0.759	3.805		
511049729.7	0	1	0	0	0	0	0	0	60	59	62	62	58	1400000	1900000	5.01	0.76	3.809		
511049730.1	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.01	0.763	3.825		
511049730.6	0	1	0	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.76	3.805		
511049730.8	0	1	0	0	0.111111111	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.763	3.825		
511049731.3	0	1	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.777	3.897		
511049731.7	0	1	0	0	0	0	0	0	61	60	62	64	58	1400000	1900000	5.009	0.758	3.802		
511049732.1	0	1	0	0	0	0	0	0	59	59	62	62	58	1400000	1900000	5.019	0.855	4.294		
511049732.5	0	1	0	0	0.2	0	0	0	60	59	62	62	58	1400000	1900000	5.012	0.763	3.828		
511049732.8	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.786	3.943		
511049733.1	0	1	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.762	3.821		
511049733.6	0	1	0	0	0.1	0.2	0	0	59	59	61	62	57	1400000	1900000	5.012	0.761	3.817		
511049734	0	0	0	0	0	0	0	0	61	59	62	62	57	1400000	1900000	5.014	0.807	4.05		
511049734.4	0	0	0	0	0.090909091	0	0	0	58	59	62	62	57	1400000	1900000	5.007	0.713	3.573		
511049734.8	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.71	3.557		
511049735.2	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.005	0.711	3.561		
511049735.5	0	0	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.005	0.716	3.588		
511049735.9	0	0	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.007	0.734	3.676		
511049736.2	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.014	0.816	4.096		
511049736.7	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.712	3.565		
511049737	0	0	0	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.006	0.713	3.569		
511049737.5	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.011	0.733	3.676		
511049737.9	0	0	0	0	0.4	0.444444444	0	0	58	59	61	61	56	1400000	1900000	5.006	0.711	3.561		
511049738.2	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.015	0.821	4.118		
511049738.6	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.733	3.676		
511049738.9	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.005	0.713	3.573		
511049739.4	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.005	0.711	3.561		
511049739.7	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.005	0.713	3.569		
511049740.2	0	0	0	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.015	0.811	4.069		
511049740.5	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.007	0.741	3.71		
511049740.9	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.006	0.709	3.554		
511049741.3	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.007	0.725	3.634		
511049741.6	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.007	0.711	3.561		
511049742.1	0	0	0	0	0	0.181818182	0	0	60	59	61	64	56	1400000	1900000	5.006	0.713	3.573		
511049742.5	0	0	0	0	0	0.1	0	0	58	59	61	61	56	1400000	1900000	5.006	0.718	3.599		
511049742.8	0	0	0	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.733	3.676		
511049743.2	0	0	0	0	0	0	0	0	58	59	61	61	56	1400000	1900000	5.006	0.711	3.561		
511049743.6	0	0	0	0	0.090909091	0	0	0	58	59	61	61	56	1400000	1900000	5.006	0.709	3.55		
511049744	0	0	1	0	0	0	0	0	58	59	61	61	57	1400000	1900000	5.009	0.713	3.573		
511049744.4	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.852	4.279		
511049744.8	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.775	3.886		
511049745.2	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.766	3.84		
511049745.5	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.761	3.813		
511049745.9	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.76	3.809		
511049746.2	0	0	1	0	0	0	0	0	60	59	62	63	57	1400000	1900000	5.021	0.877	4.405		
511049746.7	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.761	3.817		
511049747.1	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.765	3.836		
511049747.5	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.762	3.821		
511049747.8	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.758	3.798		
511049748.2	0	0	1	0	0.416666667	0.333333333	0.181818182	0	59	59	61	61	57	1400000	1900000	5.009	0.761	3.813		
511049748.5	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.87	4.37		
511049748.8	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.768	3.847		
511049749.3	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.78	3.916		
511049749.7	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.786	3.943		
511049750.1	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.76	3.813		
511049750.4	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.015	0.803	4.031		
511049750.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.015	0.828	4.153		
511049751.3	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.757	3.798		
511049751.7	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.761	3.817		
511049752	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.759	3.805		
511049752.5	0	0	1	0	0.3	0.222222222	0	0	60	59	62	63	57	1400000	1900000	5.011	0.784	3.931		
511049752.8	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.813		
511049753.2	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.761	3.813		
511049753.6	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.758	3.798		
511049754	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.781	3.916		
511049754.4	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.759	3.805		
511049754.7	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.759	3.805		
511049755.1	0	0	1	0	0.090909091	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.76	3.813		
511049755.4	0	0	1	0	0	0	0	0	59	59	62	63	57	1400000	1900000	5.01	0.759	3.805		
511049755.9	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.764	3.832		
511049756.2	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.756	3.79		
511049756.6	0	0	1	0	0	0	0	0	61	59	62	64	57	1400000	1900000	5.016	0.826	4.145		
511049757	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.809	4.057		
511049757.4	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.76	3.809		
511049757.8	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.009	0.759	3.805		
511049758.1	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.764	3.828		
511049758.5	0	0	1	0	0.111111111	0.2	0	0	59	59	62	62	57	1400000	1900000	5.01	0.757	3.794		
511049758.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.86	4.321		
511049759.3	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.76	3.813		
511049759.7	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.76	3.813		
511049760	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.785	3.939		
511049760.4	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.764	3.832		
511049760.8	0	0	1	0	0.090909091	0	0	0	60	59	62	63	57	1400000	1900000	5.01	0.763	3.825		
511049761.2	0	0	1	0	0.181818182	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.867	4.355		
511049761.6	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.788	3.954		
511049762	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.757	3.798		
511049762.4	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.763	3.825		
511049762.8	0	0	1	0	0.4	0.5	0.111111111	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.817		
511049763.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.771	3.866		
511049763.5	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.763	3.828		
511049763.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.772	3.87		
511049764.3	0	0	1	0	0.111111111	0	0	0	59	59	61	61	57	1400000	1900000	5.011	0.765	3.836		
511049764.7	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.779	3.905		
511049765.1	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.02	0.861	4.328		
511049765.5	0	0	1	0	0.090909091	0.111111111	0	0	59	59	62	62	57	1400000	1900000	5.01	0.762	3.821		
511049765.8	0	0	1	0	0.111111111	0.090909091	0	0	59	59	62	62	57	1400000	1900000	5.011	0.788	3.95		
511049766.3	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.782	3.924		
511049766.6	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.759	3.805		
511049767	0	0	1	0	0.181818182	0.1	0	0	61	59	62	64	57	1400000	1900000	5.011	0.76	3.813		
511049767.4	0	0	1	0	0.111111111	0	0	0	59	59	62	62	57	1400000	1900000	5.017	0.851	4.275		
511049767.6	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.786	3.943		
511049768.1	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.77	3.859		
511049768.5	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.761	3.817		
511049768.8	0	0	1	0	0.2	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.761	3.817		
511049769.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.021	0.894	4.492		
511049769.6	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.758	3.802		
511049770	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.76	3.809		
511049770.4	0	0	1	0	0	0	0	0	61	59	61	62	57	1400000	1900000	5.01	0.755	3.786		
511049770.8	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.758	3.802		
511049771.1	0	0	1	0	0	0	0	0	60	59	62	63	57	1400000	1900000	5.009	0.759	3.805		
511049771.6	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.757	3.798		
511049771.9	0	0	1	0	0	0	0	0	61	59	62	62	57	1400000	1900000	5.01	0.761	3.817		
511049772.3	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.785	3.939		
511049772.7	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.763	3.821		
511049773.1	0	0	1	0	0.2	0.3	0	0	59	59	61	61	57	1400000	1900000	5.011	0.756	3.79		
511049773.5	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.017	0.837	4.202		
511049773.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.779	3.908		
511049774.3	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.757	3.794		
511049774.7	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.009	0.759	3.805		
511049775	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.01	0.76	3.813		
511049775.4	0	0	1	0	0	0	0	0	60	59	62	63	57	1400000	1900000	5.011	0.78	3.908		
511049775.7	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.761	3.817		
511049776.1	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.764	3.828		
511049776.5	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.76	3.809		
511049776.9	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.012	0.786	3.943		
511049777.4	0	0	1	0	0.3	0.363636364	0	0	60	59	61	62	57	1400000	1900000	5.01	0.761	3.813		
511049777.7	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.02	0.855	4.298		
511049778.1	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.762	3.821		
511049778.5	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.762	3.817		
511049778.9	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.762	3.821		
511049779.2	0	0	1	0	0	0	0	0	59	59	61	61	57	1400000	1900000	5.01	0.766	3.836		
511049779.7	0	0	1	0	0	0	0	0	60	60	62	63	57	1400000	1900000	5.016	0.828	4.16		
511049779.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.014	0.84	4.218		
511049780.3	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
511049780.8	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.01	0.76	3.813		
511049781.2	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.012	0.782	3.924		
511049781.5	0	0	1	0	0	0	0.090909091	0	61	59	62	64	57	1400000	1900000	5.011	0.761	3.817		
511049782	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.763	3.825		
511049782.3	0	0	1	0	0	0	0	0	59	59	61	62	57	1400000	1900000	5.011	0.772	3.874		
511049782.7	0	0	1	0	0	0	0	0	60	59	62	62	57	1400000	1900000	5.011	0.76	3.809		
511049783.1	0	0	1	0	0.090909091	0	0	0	59	59	62	62	57	1400000	1900000	5.009	0.759	3.805		
511049783.5	0	0	1	0	0	0.111111111	0	0	59	59	62	62	57	1400000	1900000	5.01	0.766	3.84		
511049783.9	0	0	1	0	0.090909091	0	0	0	60	59	62	62	57	1400000	1900000	5.017	0.872	4.378		
511049784.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
511049784.6	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.813		
511049784.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.813		
511049785.4	0	0	1	0	0	0	0	0	59	59	62	61	57	1400000	1900000	5.01	0.765	3.836		
511049785.8	0	0	1	0	0	0	0	0	60	59	62	64	57	1400000	1900000	5.021	0.88	4.424		
511049786.2	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.012	0.784	3.931		
511049786.5	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
511049786.9	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.011	0.761	3.817		
511049787.3	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
511049787.6	0	0	1	0	0.363636364	0.454545455	0	0	59	59	62	62	57	1400000	1900000	5.011	0.783	3.924		
511049788	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.019	0.853	4.286		
511049788.4	0	0	1	0	0	0	0	0	59	59	62	62	57	1400000	1900000	5.01	0.76	3.809		
