time v a w
512778370.22 V:4.983 A:0.400 W:1.992
512778370.42 V:4.981 A:0.398 W:1.985
512778370.62 V:4.981 A:0.398 W:1.981
512778370.82 V:4.981 A:0.398 W:1.981
512778371.02 V:4.983 A:0.408 W:2.034
512778371.22 V:4.981 A:0.399 W:1.989
512778371.42 V:4.981 A:0.399 W:1.989
512778371.62 V:4.981 A:0.401 W:2.000
512778371.82 V:4.981 A:0.399 W:1.989
512778372.02 V:4.983 A:0.398 W:1.989
512778372.22 V:4.983 A:0.398 W:1.989
512778372.42 V:4.983 A:0.399 W:1.985
512778372.62 V:4.981 A:0.399 W:1.989
512778372.82 V:4.983 A:0.398 W:1.985
512778373.02 V:4.983 A:0.398 W:1.985
512778373.22 V:4.983 A:0.399 W:1.989
512778373.42 V:4.983 A:0.405 W:2.019
512778373.62 V:4.985 A:0.420 W:2.095
512778373.82 V:4.985 A:0.420 W:2.095
512778374.02 V:4.984 A:0.404 W:2.015
512778374.22 V:4.986 A:0.436 W:2.176
512778374.42 V:4.986 A:0.436 W:2.176
512778374.62 V:4.983 A:0.408 W:2.034
512778374.82 V:4.984 A:0.401 W:2.000
512778375.02 V:4.983 A:0.400 W:1.996
512778375.22 V:4.983 A:0.400 W:1.996
512778375.42 V:4.983 A:0.401 W:2.000
512778375.62 V:4.983 A:0.400 W:1.996
512778375.82 V:4.981 A:0.401 W:1.996
512778376.02 V:4.981 A:0.401 W:1.996
512778376.22 V:4.981 A:0.400 W:1.992
512778376.42 V:4.981 A:0.400 W:1.992
512778376.62 V:4.981 A:0.401 W:2.000
512778376.82 V:4.981 A:0.401 W:2.000
512778377.02 V:4.983 A:0.398 W:1.985
512778377.22 V:4.983 A:0.399 W:1.989
512778377.42 V:4.983 A:0.399 W:1.989
512778377.62 V:4.985 A:0.399 W:1.989
512778377.82 V:4.983 A:0.398 W:1.985
512778378.02 V:4.983 A:0.399 W:1.989
512778378.22 V:4.983 A:0.399 W:1.989
512778378.42 V:4.981 A:0.398 W:1.985
512778378.62 V:4.983 A:0.399 W:1.989
512778378.82 V:4.984 A:0.399 W:1.992
512778379.02 V:4.984 A:0.399 W:1.992
512778379.22 V:4.983 A:0.399 W:1.989
512778379.42 V:4.983 A:0.399 W:1.989
512778379.62 V:4.983 A:0.398 W:1.985
512778379.82 V:4.983 A:0.398 W:1.985
512778380.02 V:4.983 A:0.398 W:1.985
512778380.22 V:4.983 A:0.400 W:1.992
512778380.42 V:4.983 A:0.399 W:1.989
512778380.62 V:4.983 A:0.399 W:1.989
512778380.82 V:4.981 A:0.398 W:1.985
512778381.02 V:4.981 A:0.399 W:1.989
512778381.22 V:4.981 A:0.399 W:1.989
512778381.42 V:4.983 A:0.399 W:1.989
512778381.62 V:4.983 A:0.399 W:1.989
512778381.82 V:4.983 A:0.400 W:1.992
512778382.02 V:4.983 A:0.400 W:1.992
512778382.22 V:4.983 A:0.399 W:1.992
512778382.42 V:4.983 A:0.399 W:1.989
512778382.62 V:4.983 A:0.399 W:1.989
512778382.82 V:4.983 A:0.399 W:1.989
512778383.02 V:4.983 A:0.398 W:1.985
512778383.22 V:4.983 A:0.399 W:1.989
512778383.42 V:4.983 A:0.399 W:1.989
512778383.62 V:4.983 A:0.399 W:1.989
512778383.82 V:4.983 A:0.398 W:1.985
512778384.02 V:4.983 A:0.399 W:1.989
512778384.22 V:4.983 A:0.399 W:1.989
512778384.42 V:4.983 A:0.399 W:1.989
512778384.62 V:4.983 A:0.398 W:1.985
512778384.82 V:4.984 A:0.399 W:1.992
512778385.02 V:4.984 A:0.399 W:1.992
512778385.22 V:4.981 A:0.400 W:1.992
512778385.42 V:4.983 A:0.400 W:1.992
512778385.62 V:4.983 A:0.399 W:1.989
512778385.82 V:4.983 A:0.399 W:1.989
512778386.02 V:4.981 A:0.398 W:1.985
512778386.22 V:4.983 A:0.399 W:1.992
512778386.42 V:4.983 A:0.400 W:1.992
512778386.62 V:4.983 A:0.400 W:1.992
512778386.82 V:4.981 A:0.398 W:1.985
512778387.02 V:4.983 A:0.400 W:1.992
512778387.22 V:4.983 A:0.400 W:1.992
512778387.42 V:4.983 A:0.400 W:1.992
512778387.62 V:4.981 A:0.399 W:1.989
512778387.82 V:4.981 A:0.399 W:1.989
512778388.02 V:4.981 A:0.399 W:1.989
512778388.22 V:4.981 A:0.399 W:1.985
512778388.42 V:4.983 A:0.399 W:1.985
512778388.62 V:4.983 A:0.399 W:1.989
512778388.82 V:4.983 A:0.399 W:1.989
512778389.02 V:4.983 A:0.399 W:1.992
512778389.22 V:4.984 A:0.401 W:1.996
512778389.42 V:4.983 A:0.399 W:1.992
512778389.62 V:4.983 A:0.399 W:1.992
512778389.82 V:4.983 A:0.399 W:1.989
512778390.02 V:4.981 A:0.401 W:1.996
512778390.22 V:4.985 A:0.400 W:1.996
512778390.42 V:4.985 A:0.400 W:1.996
512778390.62 V:4.983 A:0.399 W:1.989
512778390.82 V:4.981 A:0.399 W:1.992
512778391.02 V:4.981 A:0.399 W:1.992
512778391.22 V:4.983 A:0.401 W:2.000
512778391.42 V:4.984 A:0.399 W:1.989
512778391.62 V:4.983 A:0.399 W:1.992
512778391.82 V:4.983 A:0.399 W:1.992
512778392.02 V:4.981 A:0.400 W:1.992
512778392.22 V:4.981 A:0.400 W:1.992
512778392.42 V:4.981 A:0.399 W:1.989
512778392.62 V:4.981 A:0.399 W:1.989
512778392.82 V:4.984 A:0.411 W:2.050
512778393.02 V:4.989 A:0.462 W:2.309
512778393.22 V:4.987 A:0.445 W:2.218
512778393.42 V:4.987 A:0.445 W:2.218
512778393.62 V:4.989 A:0.438 W:2.183
512778393.82 V:4.987 A:0.438 W:2.183
512778394.02 V:4.987 A:0.438 W:2.183
512778394.22 V:4.986 A:0.438 W:2.183
512778394.42 V:4.987 A:0.438 W:2.187
512778394.62 V:4.987 A:0.438 W:2.183
512778394.82 V:4.987 A:0.438 W:2.183
512778395.02 V:4.986 A:0.438 W:2.183
512778395.22 V:4.989 A:0.448 W:2.241
512778395.42 V:4.987 A:0.438 W:2.187
512778395.62 V:4.987 A:0.438 W:2.187
512778395.82 V:4.986 A:0.437 W:2.183
512778396.02 V:4.987 A:0.437 W:2.183
512778396.22 V:4.984 A:0.406 W:2.023
512778396.42 V:4.984 A:0.406 W:2.023
512778396.62 V:4.981 A:0.387 W:1.928
512778396.82 V:4.981 A:0.387 W:1.928
512778397.02 V:4.981 A:0.387 W:1.928
512778397.22 V:4.981 A:0.387 W:1.928
512778397.42 V:4.981 A:0.387 W:1.928
512778397.62 V:4.984 A:0.409 W:2.042
512778397.82 V:4.984 A:0.409 W:2.042
512778398.02 V:4.985 A:0.420 W:2.099
512778398.22 V:4.985 A:0.417 W:2.080
512778398.42 V:4.987 A:0.437 W:2.179
512778398.62 V:4.987 A:0.437 W:2.179
512778398.82 V:4.985 A:0.421 W:2.099
512778399.02 V:4.983 A:0.390 W:1.947
512778399.22 V:4.984 A:0.393 W:1.962
512778399.42 V:4.984 A:0.393 W:1.962
512778399.62 V:4.983 A:0.387 W:1.928
512778399.82 V:4.981 A:0.387 W:1.931
512778400.02 V:4.983 A:0.387 W:1.928
512778400.22 V:4.983 A:0.387 W:1.928
512778400.42 V:4.984 A:0.387 W:1.931
512778400.62 V:4.983 A:0.387 W:1.931
512778400.82 V:4.983 A:0.387 W:1.931
512778401.02 V:4.983 A:0.387 W:1.931
512778401.22 V:4.983 A:0.388 W:1.931
512778401.42 V:4.983 A:0.387 W:1.928
512778401.62 V:4.983 A:0.387 W:1.928
512778401.82 V:4.981 A:0.387 W:1.928
512778402.02 V:4.981 A:0.387 W:1.931
512778402.22 V:4.981 A:0.387 W:1.928
512778402.42 V:4.981 A:0.387 W:1.928
512778402.62 V:4.983 A:0.387 W:1.928
512778402.82 V:4.984 A:0.392 W:1.954
512778403.02 V:4.981 A:0.387 W:1.931
