time watts usage_c0 usage_c1 usage_c2 usage_c3 usage_c4 usage_c5 usage_c6 usage_c7 temp4 temp5 temp6 temp7 temp_gpu freq_little_cluster freq_big_cluster freq_gpu freq_mem volts_little_cluster volts_big_cluster volts_gpu volts_mem
1505201278.85 9.832 0.4 0.666666666667 0.333333333333 0.0 1.0 1.0 1.0 1.0 77.0 85.0 84.0 75.0 63.0 200000000.0 1900000000.0 600000000.0 825000000.0 0.9 1.2375 1.0 1.0
1505201278.95 9.424 0.5 0.5 0.333333333333 0.0 1.0 1.0 1.0 1.0 77.0 86.0 85.0 76.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.05 9.424 0.5 0.5 0.2 0.0 1.0 1.0 1.0 1.0 77.0 86.0 84.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201279.15 9.424 0.2 0.333333333333 0.4 0.0 1.0 1.0 1.0 1.0 76.0 85.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201279.25 9.073 0.0 0.285714285714 0.0 0.0 1.0 1.0 1.0 1.0 74.0 84.0 81.0 73.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.35 9.073 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 83.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.45 9.073 0.166666666667 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.55 8.504 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.65 8.504 1.0 0.2 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201279.75 8.702 0.2 0.0 0.0 0.2 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.85 8.702 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201279.95 8.702 0.166666666667 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.05 8.851 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201280.15 8.851 0.75 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 83.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201280.26 8.851 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.36 8.596 1.0 0.166666666667 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.46 8.596 0.333333333333 0.8 1.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.56 8.596 0.0 0.25 0.166666666667 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201280.66 8.886 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.76 8.886 0.333333333333 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.86 8.584 0.166666666667 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201280.96 8.584 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201281.06 8.584 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201281.16 8.577 0.25 0.6 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201281.26 8.577 0.5 0.5 1.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201281.36 8.577 0.6 0.5 1.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201281.46 8.764 0.666666666667 0.25 0.333333333333 0.166666666667 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201281.56 8.764 0.4 0.5 0.166666666667 0.0 0.8 1.0 0.833333333333 0.857142857143 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201281.66 8.634 0.25 0.5 0.333333333333 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201281.76 8.634 0.2 0.333333333333 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201281.86 8.634 0.2 0.166666666667 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201281.96 8.596 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201282.06 8.596 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 85.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201282.16 8.596 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201282.26 8.63 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201282.36 8.63 0.166666666667 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 83.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201282.46 8.63 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201282.56 8.5 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201282.66 8.5 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201282.76 8.618 0.166666666667 0.0 0.0 0.0 0.666666666667 1.0 0.833333333333 0.833333333333 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201282.86 8.618 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201282.96 8.618 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201283.06 8.657 0.166666666667 0.166666666667 0.2 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201283.16 8.657 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201283.26 8.657 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201283.36 8.535 0.166666666667 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201283.46 8.535 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201283.56 8.535 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201283.66 8.424 0.285714285714 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201283.76 8.424 0.0 0.6 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201283.87 8.493 0.4 0.5 0.166666666667 0.0 1.0 1.0 1.0 1.0 76.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201283.97 8.493 0.571428571429 0.5 0.0 0.2 1.0 1.0 0.833333333333 0.666666666667 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201284.07 8.493 0.5 0.333333333333 0.333333333333 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201284.17 8.473 0.5 0.5 0.333333333333 0.333333333333 1.0 1.0 1.0 1.0 76.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201284.27 8.473 0.666666666667 0.5 0.166666666667 0.2 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201284.37 8.473 0.0 0.2 0.0 0.142857142857 1.0 1.0 1.0 1.0 75.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201284.47 8.672 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201284.57 8.672 0.2 1.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201284.67 8.485 0.2 1.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201284.77 8.485 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 64.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201284.87 8.485 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201284.97 8.321 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201285.07 8.321 0.428571428571 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201285.17 8.321 0.166666666667 0.0 0.0 0.0 0.833333333333 1.0 0.857142857143 0.8 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201285.27 8.523 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201285.37 8.523 0.166666666667 0.166666666667 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201285.47 8.523 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 83.0 74.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201285.57 8.508 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201285.67 8.508 0.2 0.166666666667 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201285.77 8.55 0.166666666667 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201285.87 8.55 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201285.97 8.55 0.2 0.0 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201286.07 8.42 0.166666666667 0.166666666667 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 64.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201286.17 8.42 0.333333333333 0.0 0.0 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201286.27 8.42 0.166666666667 1.0 0.166666666667 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201286.37 8.37 0.333333333333 0.666666666667 0.0 0.5 0.833333333333 1.0 1.0 0.666666666667 76.0 84.0 83.0 75.0 64.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201286.47 8.37 0.666666666667 0.4 0.333333333333 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 64.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201286.57 8.386 0.6 0.6 0.0 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 64.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201286.67 8.386 0.6 0.5 0.333333333333 0.142857142857 1.0 1.0 1.0 1.0 76.0 84.0 82.0 75.0 64.0 200000000.0 1700000000.0 600000000.0 825000000.0 0.9 1.15 1.0 1.0
1505201286.77 8.386 0.714285714286 0.5 0.2 0.0 1.0 1.0 1.0 1.0 75.0 84.0 82.0 74.0 64.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
1505201286.87 8.313 0.4 0.666666666667 0.2 0.0 1.0 1.0 1.0 1.0 76.0 84.0 83.0 75.0 63.0 200000000.0 1800000000.0 600000000.0 825000000.0 0.9 1.1875 1.0 1.0
