time v a w
512779498.92 V:4.980 A:0.388 W:1.931
512779499.12 V:4.983 A:0.397 W:1.977
512779499.32 V:4.983 A:0.392 W:1.954
512779499.52 V:4.983 A:0.392 W:1.954
512779499.72 V:4.980 A:0.388 W:1.931
512779499.92 V:4.981 A:0.388 W:1.931
512779500.12 V:4.981 A:0.388 W:1.931
512779500.32 V:4.981 A:0.388 W:1.931
512779500.52 V:4.980 A:0.388 W:1.935
512779500.72 V:4.981 A:0.388 W:1.931
512779500.92 V:4.981 A:0.388 W:1.931
512779501.12 V:4.981 A:0.388 W:1.935
512779501.32 V:4.981 A:0.388 W:1.931
512779501.52 V:4.983 A:0.388 W:1.931
512779501.72 V:4.983 A:0.388 W:1.931
512779501.92 V:4.981 A:0.388 W:1.931
512779502.12 V:4.981 A:0.388 W:1.931
512779502.32 V:4.981 A:0.388 W:1.931
512779502.52 V:4.981 A:0.388 W:1.931
512779502.72 V:4.981 A:0.388 W:1.931
512779502.92 V:4.980 A:0.388 W:1.935
512779503.12 V:4.980 A:0.388 W:1.935
512779503.32 V:4.980 A:0.388 W:1.931
512779503.52 V:4.981 A:0.388 W:1.935
512779503.72 V:4.980 A:0.388 W:1.931
512779503.92 V:4.980 A:0.388 W:1.931
512779504.12 V:4.980 A:0.388 W:1.931
512779504.32 V:4.983 A:0.388 W:1.931
512779504.52 V:4.981 A:0.388 W:1.931
512779504.72 V:4.981 A:0.388 W:1.931
512779504.92 V:4.980 A:0.388 W:1.931
512779505.12 V:4.981 A:0.388 W:1.935
512779505.32 V:4.981 A:0.388 W:1.931
512779505.52 V:4.981 A:0.388 W:1.931
512779505.72 V:4.981 A:0.388 W:1.931
512779505.92 V:4.981 A:0.388 W:1.931
512779506.12 V:4.981 A:0.388 W:1.931
512779506.32 V:4.981 A:0.388 W:1.931
512779506.52 V:4.981 A:0.388 W:1.931
512779506.72 V:4.983 A:0.388 W:1.931
512779506.92 V:4.983 A:0.388 W:1.931
512779507.12 V:4.981 A:0.388 W:1.931
512779507.32 V:4.981 A:0.388 W:1.931
512779507.52 V:4.983 A:0.388 W:1.931
512779507.72 V:4.983 A:0.388 W:1.931
512779507.92 V:4.980 A:0.388 W:1.931
512779508.12 V:4.980 A:0.388 W:1.931
512779508.32 V:4.983 A:0.388 W:1.935
512779508.52 V:4.983 A:0.388 W:1.935
512779508.72 V:4.981 A:0.388 W:1.931
512779508.92 V:4.980 A:0.388 W:1.931
512779509.12 V:4.981 A:0.388 W:1.931
512779509.32 V:4.981 A:0.388 W:1.931
