time v a w
512779040.82 V:4.991 A:0.477 W:2.386
512779041.02 V:4.991 A:0.478 W:2.386
512779041.22 V:4.991 A:0.478 W:2.386
512779041.42 V:4.990 A:0.477 W:2.386
512779041.62 V:4.991 A:0.478 W:2.389
512779041.82 V:4.990 A:0.478 W:2.386
512779042.02 V:4.990 A:0.478 W:2.386
512779042.22 V:4.990 A:0.478 W:2.386
512779042.42 V:4.990 A:0.477 W:2.382
512779042.62 V:4.991 A:0.477 W:2.386
512779042.82 V:4.991 A:0.477 W:2.386
512779043.02 V:4.991 A:0.477 W:2.382
512779043.22 V:4.990 A:0.478 W:2.386
512779043.42 V:4.991 A:0.477 W:2.382
512779043.62 V:4.991 A:0.477 W:2.382
512779043.82 V:4.991 A:0.477 W:2.386
512779044.02 V:4.990 A:0.477 W:2.386
512779044.22 V:4.990 A:0.477 W:2.386
512779044.42 V:4.991 A:0.477 W:2.382
512779044.62 V:4.991 A:0.476 W:2.378
512779044.82 V:4.991 A:0.476 W:2.378
512779045.02 V:4.991 A:0.476 W:2.378
512779045.22 V:4.991 A:0.476 W:2.382
512779045.42 V:4.991 A:0.476 W:2.378
512779045.62 V:4.991 A:0.477 W:2.382
512779045.82 V:4.991 A:0.477 W:2.382
512779046.02 V:4.991 A:0.476 W:2.378
512779046.22 V:4.991 A:0.476 W:2.378
512779046.42 V:4.990 A:0.476 W:2.382
512779046.62 V:4.990 A:0.476 W:2.382
512779046.85 V:4.991 A:0.476 W:2.378
512779047.06 V:4.990 A:0.477 W:2.382
512779047.28 V:4.990 A:0.477 W:2.386
512779047.5 V:4.991 A:0.476 W:2.378
512779047.72 V:4.991 A:0.476 W:2.378
512779047.93 V:4.990 A:0.476 W:2.378
512779048.15 V:4.991 A:0.478 W:2.386
512779048.37 V:4.991 A:0.478 W:2.386
512779048.5 V:4.991 A:0.479 W:2.393
512779048.62 V:4.991 A:0.477 W:2.382
512779048.82 V:4.991 A:0.477 W:2.382
512779049.02 V:4.990 A:0.477 W:2.382
512779049.22 V:4.991 A:0.478 W:2.386
512779049.42 V:4.991 A:0.477 W:2.382
512779049.62 V:4.991 A:0.477 W:2.382
512779049.82 V:4.991 A:0.478 W:2.386
512779050.02 V:4.991 A:0.478 W:2.386
512779050.22 V:4.991 A:0.477 W:2.386
512779050.42 V:4.991 A:0.477 W:2.386
512779050.62 V:4.991 A:0.477 W:2.386
512779050.82 V:4.991 A:0.477 W:2.382
512779051.02 V:4.991 A:0.477 W:2.382
512779051.22 V:4.991 A:0.477 W:2.382
512779051.42 V:4.990 A:0.477 W:2.382
512779051.62 V:4.991 A:0.477 W:2.386
512779051.82 V:4.991 A:0.477 W:2.386
512779052.02 V:4.991 A:0.478 W:2.386
512779052.22 V:4.990 A:0.477 W:2.386
512779052.42 V:4.991 A:0.477 W:2.386
512779052.62 V:4.991 A:0.477 W:2.386
512779052.82 V:4.991 A:0.477 W:2.382
512779053.02 V:4.990 A:0.477 W:2.386
512779053.22 V:4.990 A:0.477 W:2.382
512779053.42 V:4.990 A:0.477 W:2.382
512779053.62 V:4.990 A:0.477 W:2.382
512779053.82 V:4.990 A:0.477 W:2.382
512779054.02 V:4.990 A:0.477 W:2.382
512779054.22 V:4.990 A:0.478 W:2.389
512779054.42 V:4.990 A:0.476 W:2.378
512779054.62 V:4.991 A:0.476 W:2.378
512779054.82 V:4.991 A:0.476 W:2.378
512779055.02 V:4.991 A:0.476 W:2.378
512779055.22 V:4.991 A:0.476 W:2.378
512779055.42 V:4.990 A:0.476 W:2.378
512779055.62 V:4.990 A:0.476 W:2.378
512779055.82 V:4.992 A:0.476 W:2.378
512779056.02 V:4.991 A:0.477 W:2.382
512779056.22 V:4.991 A:0.477 W:2.382
512779056.42 V:4.991 A:0.477 W:2.382
512779056.62 V:4.992 A:0.477 W:2.382
512779056.82 V:4.991 A:0.477 W:2.382
512779057.02 V:4.991 A:0.477 W:2.382
512779057.22 V:4.991 A:0.477 W:2.386
512779057.42 V:4.991 A:0.477 W:2.382
512779057.62 V:4.991 A:0.477 W:2.382
512779057.82 V:4.991 A:0.477 W:2.382
512779058.02 V:4.991 A:0.477 W:2.386
512779058.22 V:4.991 A:0.478 W:2.389
512779058.42 V:4.991 A:0.478 W:2.386
512779058.62 V:4.991 A:0.478 W:2.386
512779058.82 V:4.991 A:0.478 W:2.386
512779059.02 V:4.991 A:0.478 W:2.386
512779059.22 V:4.991 A:0.478 W:2.389
512779059.42 V:4.991 A:0.478 W:2.389
512779059.62 V:4.991 A:0.477 W:2.386
512779059.82 V:4.991 A:0.477 W:2.382
512779060.02 V:4.992 A:0.478 W:2.389
512779060.22 V:4.992 A:0.478 W:2.389
512779060.42 V:4.991 A:0.477 W:2.386
512779060.62 V:4.991 A:0.477 W:2.386
512779060.82 V:4.991 A:0.477 W:2.386
512779061.02 V:4.992 A:0.477 W:2.386
512779061.22 V:4.991 A:0.477 W:2.386
512779061.42 V:4.991 A:0.479 W:2.389
512779061.62 V:4.991 A:0.479 W:2.389
512779061.82 V:4.986 A:0.432 W:2.153
512779062.02 V:4.986 A:0.430 W:2.145
512779062.22 V:4.987 A:0.425 W:2.122
512779062.42 V:4.987 A:0.425 W:2.122
512779062.62 V:4.985 A:0.416 W:2.073
512779062.82 V:4.985 A:0.424 W:2.115
512779063.02 V:4.985 A:0.419 W:2.092
512779063.22 V:4.985 A:0.419 W:2.092
512779063.42 V:4.983 A:0.402 W:2.004
512779063.62 V:4.981 A:0.384 W:1.912
512779063.82 V:4.981 A:0.384 W:1.912
512779064.02 V:4.981 A:0.384 W:1.912
512779064.22 V:4.984 A:0.389 W:1.939
512779064.42 V:4.981 A:0.384 W:1.912
512779064.62 V:4.981 A:0.384 W:1.912
512779064.82 V:4.981 A:0.384 W:1.912
512779065.02 V:4.983 A:0.384 W:1.912
512779065.22 V:4.981 A:0.384 W:1.912
512779065.42 V:4.981 A:0.384 W:1.912
512779065.62 V:4.981 A:0.384 W:1.912
512779065.82 V:4.983 A:0.384 W:1.912
512779066.02 V:4.983 A:0.384 W:1.916
512779066.22 V:4.983 A:0.384 W:1.916
512779066.42 V:4.983 A:0.384 W:1.912
512779066.62 V:4.985 A:0.384 W:1.912
512779066.82 V:4.985 A:0.384 W:1.912
512779067.02 V:4.983 A:0.385 W:1.916
512779067.22 V:4.983 A:0.392 W:1.954
512779067.42 V:4.983 A:0.384 W:1.912
512779067.62 V:4.983 A:0.384 W:1.912
512779067.82 V:4.981 A:0.385 W:1.916
512779068.02 V:4.981 A:0.384 W:1.912
512779068.22 V:4.983 A:0.384 W:1.912
512779068.42 V:4.983 A:0.384 W:1.912
512779068.62 V:4.981 A:0.384 W:1.912
512779068.82 V:4.981 A:0.384 W:1.912
512779069.02 V:4.983 A:0.384 W:1.912
512779069.22 V:4.983 A:0.384 W:1.912
512779069.42 V:4.981 A:0.384 W:1.912
512779069.62 V:4.981 A:0.383 W:1.912
512779069.82 V:4.983 A:0.383 W:1.912
512779070.02 V:4.983 A:0.383 W:1.912
512779070.22 V:4.983 A:0.384 W:1.912
512779070.42 V:4.983 A:0.384 W:1.912
512779070.62 V:4.983 A:0.384 W:1.912
512779070.82 V:4.983 A:0.384 W:1.912
512779071.02 V:4.983 A:0.384 W:1.912
512779071.22 V:4.983 A:0.384 W:1.912
512779071.42 V:4.983 A:0.384 W:1.912
512779071.62 V:4.983 A:0.384 W:1.912
512779071.82 V:4.983 A:0.384 W:1.912
512779072.02 V:4.983 A:0.384 W:1.916
512779072.22 V:4.983 A:0.384 W:1.916
512779072.42 V:4.983 A:0.383 W:1.912
512779072.62 V:4.981 A:0.384 W:1.912
512779072.82 V:4.981 A:0.383 W:1.912
512779073.02 V:4.981 A:0.383 W:1.912
512779073.22 V:4.983 A:0.383 W:1.912
512779073.42 V:4.981 A:0.384 W:1.912
512779073.62 V:4.981 A:0.384 W:1.912
512779073.82 V:4.983 A:0.398 W:1.985
512779074.02 V:4.983 A:0.383 W:1.912
512779074.22 V:4.981 A:0.383 W:1.912
512779074.42 V:4.981 A:0.383 W:1.912
512779074.62 V:4.980 A:0.384 W:1.912
512779074.82 V:4.981 A:0.383 W:1.912
512779075.02 V:4.981 A:0.383 W:1.912
512779075.22 V:4.981 A:0.383 W:1.912
512779075.42 V:4.981 A:0.383 W:1.912
512779075.62 V:4.983 A:0.384 W:1.912
512779075.82 V:4.981 A:0.383 W:1.912
512779076.02 V:4.981 A:0.383 W:1.912
512779076.22 V:4.983 A:0.384 W:1.912
512779076.42 V:4.983 A:0.383 W:1.912
512779076.62 V:4.983 A:0.383 W:1.912
512779076.82 V:4.981 A:0.384 W:1.912
512779077.02 V:4.981 A:0.383 W:1.908
512779077.22 V:4.981 A:0.384 W:1.916
512779077.42 V:4.981 A:0.384 W:1.916
512779077.62 V:4.981 A:0.384 W:1.912
512779077.82 V:4.981 A:0.384 W:1.912
512779078.02 V:4.983 A:0.383 W:1.912
512779078.22 V:4.983 A:0.383 W:1.912
512779078.42 V:4.981 A:0.384 W:1.912
512779078.62 V:4.980 A:0.384 W:1.912
512779078.82 V:4.981 A:0.383 W:1.908
512779079.02 V:4.981 A:0.383 W:1.908
512779079.22 V:4.981 A:0.383 W:1.912
